instrument,auction_date,settlement_date,leg,term_bucket,isin,amount_chf_mn,signed_chf_mn
SNB Bills,2025-12-24,2025-12-29,opening,28d,CH1478192334,7517.0,7517.0
SNB Bills,2025-12-24,2025-12-29,opening,84d,CH1478192342,1330.0,1330.0
GMBF,2025-09-30,2026-01-05,closing,91d,CH1307181037,549.5,-549.5
GMBF,2025-12-30,2026-01-05,opening,91d,CH1307181169,737.5,737.5
SNB Bills,2025-12-04,2026-01-05,closing,28d,CH1310847277,12638.0,-12638.0
SNB Bills,2025-01-30,2026-01-05,closing,336d,CH1310846378,53.0,-53.0
SNB Bills,2025-12-31,2026-01-05,opening,28d,CH1478192359,2226.0,2226.0
SNB Bills,2025-12-31,2026-01-05,opening,336d,CH1478192367,300.0,300.0
GMBF,2025-10-07,2026-01-08,closing,91d,CH1307181045,544.3,-544.3
GMBF,2026-01-06,2026-01-08,opening,91d,CH1307181177,948.65,948.65
SNB Bills,2025-12-11,2026-01-12,closing,28d,CH1310847293,12937.0,-12937.0
SNB Bills,2025-10-16,2026-01-12,closing,84d,CH1310847129,6405.0,-6405.0
SNB Bills,2026-01-08,2026-01-12,opening,84d,CH1478192383,1659.0,1659.0
SNB Bills,2026-01-08,2026-01-12,opening,28d,CH1478192375,14078.0,14078.0
GMBF,2025-10-14,2026-01-15,closing,91d,CH1307181052,508.35,-508.35
GMBF,2026-01-13,2026-01-15,opening,91d,CH1307181185,764.75,764.75
SNB Bills,2025-12-18,2026-01-19,closing,28d,CH1310847319,15901.0,-15901.0
SNB Bills,2025-07-31,2026-01-19,closing,168d,CH1310846899,550.0,-550.0
SNB Bills,2026-01-15,2026-01-19,opening,28d,CH1478192391,13541.0,13541.0
SNB Bills,2026-01-15,2026-01-19,opening,168d,CH1478192409,735.0,735.0
GMBF,2025-10-21,2026-01-22,closing,91d,CH1307181060,510.4,-510.4
GMBF,2026-01-20,2026-01-22,opening,91d,CH1307181193,987.25,987.25
SNB Bills,2025-12-24,2026-01-26,closing,28d,CH1478192334,7517.0,-7517.0
SNB Bills,2025-10-30,2026-01-26,closing,84d,CH1310847178,10515.0,-10515.0
SNB Bills,2026-01-22,2026-01-26,opening,28d,CH1478192417,15396.0,15396.0
SNB Bills,2026-01-22,2026-01-26,opening,84d,CH1478192425,1970.0,1970.0
Conf. Bonds,2026-01-14,2026-01-28,opening,5yr,CH0127181029,146.0,146.0
Conf. Bonds,2026-01-14,2026-01-28,opening,22yr,CH0009755197,106.96,106.96
GMBF,2025-10-28,2026-01-29,closing,91d,CH1307181078,654.45,-654.45
GMBF,2026-01-27,2026-01-29,opening,91d,CH1307181201,1002.9,1002.9
SNB Bills,2025-12-31,2026-02-02,closing,28d,CH1478192359,2226.0,-2226.0
SNB Bills,2025-02-27,2026-02-02,closing,336d,CH1310846451,1876.0,-1876.0
SNB Bills,2026-01-29,2026-02-02,opening,28d,CH1478192433,12103.0,12103.0
SNB Bills,2026-01-29,2026-02-02,opening,336d,CH1478192441,500.0,500.0
GMBF,2025-08-05,2026-02-05,closing,182d,CH1307180955,507.25,-507.25
GMBF,2026-02-03,2026-02-05,opening,182d,CH1307181219,892.95,892.95
SNB Bills,2026-01-08,2026-02-09,closing,28d,CH1478192375,14078.0,-14078.0
SNB Bills,2025-11-13,2026-02-09,closing,84d,CH1310847228,8108.0,-8108.0
SNB Bills,2026-02-05,2026-02-09,opening,28d,CH1478192458,16882.0,16882.0
SNB Bills,2026-02-05,2026-02-09,opening,84d,CH1478192466,806.0,806.0
GMBF,2025-11-11,2026-02-12,closing,91d,CH1307181094,584.15,-584.15
GMBF,2026-02-10,2026-02-12,opening,91d,CH1307181227,848.75,848.75
SNB Bills,2026-01-15,2026-02-16,closing,28d,CH1478192391,13541.0,-13541.0
SNB Bills,2025-08-28,2026-02-16,closing,168d,CH1310846972,226.0,-226.0
SNB Bills,2026-02-12,2026-02-16,opening,28d,CH1478192474,15219.0,15219.0
SNB Bills,2026-02-12,2026-02-16,opening,168d,CH1478192482,315.0,315.0
GMBF,2025-11-19,2026-02-19,closing,91d,CH1307181102,567.85,-567.85
GMBF,2026-02-17,2026-02-19,opening,91d,CH1307181235,788.85,788.85
SNB Bills,2026-01-22,2026-02-23,closing,28d,CH1478192417,15396.0,-15396.0
SNB Bills,2025-11-27,2026-02-23,closing,84d,CH1310847269,8948.0,-8948.0
SNB Bills,2026-02-19,2026-02-23,opening,84d,CH1478192508,1663.0,1663.0
SNB Bills,2026-02-19,2026-02-23,opening,28d,CH1478192490,17184.0,17184.0
Conf. Bonds,2026-02-11,2026-02-25,opening,6yr,CH0344958688,210.62,210.62
Conf. Bonds,2026-02-11,2026-02-25,opening,14yr,CH0557779235,161.52,161.52
GMBF,2025-11-25,2026-02-26,closing,91d,CH1307181110,333.25,-333.25
GMBF,2026-02-24,2026-02-26,opening,91d,CH1307181243,729.25,729.25
SNB Bills,2026-01-29,2026-03-02,closing,28d,CH1478192433,12103.0,-12103.0
SNB Bills,2025-03-27,2026-03-02,closing,336d,CH1310846535,1585.0,-1585.0
SNB Bills,2026-02-26,2026-03-02,opening,28d,CH1478192516,10866.0,10866.0
SNB Bills,2026-02-26,2026-03-02,opening,336d,CH1478192524,45.0,45.0
GMBF,2025-12-02,2026-03-05,closing,91d,CH1307181128,522.85,-522.85
GMBF,2026-03-03,2026-03-05,opening,91d,CH1307181250,550.0,550.0
SNB Bills,2026-02-05,2026-03-09,closing,28d,CH1478192458,16882.0,-16882.0
SNB Bills,2025-12-11,2026-03-09,closing,84d,CH1310847301,310.0,-310.0
GMBF,2025-12-09,2026-03-12,closing,91d,CH1307181136,503.05,-503.05
GMBF,2026-03-10,2026-03-12,opening,91d,CH1307181268,653.05,653.05
SNB Bills,2026-02-12,2026-03-16,closing,28d,CH1478192474,15219.0,-15219.0
SNB Bills,2025-09-25,2026-03-16,closing,168d,CH1310847053,1500.0,-1500.0
GMBF,2025-12-16,2026-03-19,closing,91d,CH1307181144,680.15,-680.15
GMBF,2026-03-17,2026-03-19,opening,91d,CH1307181276,433.65,433.65
SNB Bills,2026-02-19,2026-03-23,closing,28d,CH1478192490,17184.0,-17184.0
SNB Bills,2025-12-24,2026-03-23,closing,84d,CH1478192342,1330.0,-1330.0
Conf. Bonds,2026-03-11,2026-03-25,opening,8yr,CH0440081393,220.27,220.27
Conf. Bonds,2026-03-11,2026-03-25,opening,16yr,CH0127181169,218.17,218.17
GMBF,2025-09-23,2026-03-26,closing,182d,CH1307181029,296.4,-296.4
GMBF,2026-03-24,2026-03-26,opening,182d,CH1307181284,488.85,488.85
SNB Bills,2026-02-26,2026-03-30,closing,28d,CH1478192516,10866.0,-10866.0
SNB Bills,2025-04-24,2026-03-30,closing,336d,CH1310846618,360.0,-360.0
GMBF,2025-12-30,2026-04-02,closing,91d,CH1307181169,737.5,-737.5
GMBF,2026-03-31,2026-04-02,opening,91d,CH1307181292,563.7,563.7
SNB Bills,2026-01-08,2026-04-07,closing,84d,CH1478192383,1659.0,-1659.0
GMBF,2026-01-06,2026-04-09,closing,91d,CH1307181177,948.65,-948.65
GMBF,2026-04-07,2026-04-09,opening,91d,CH1307181300,526.55,526.55
SNB Bills,2025-10-23,2026-04-13,closing,168d,CH1310847145,2512.0,-2512.0
GMBF,2026-01-13,2026-04-16,closing,91d,CH1307181185,764.75,-764.75
SNB Bills,2026-01-22,2026-04-20,closing,84d,CH1478192425,1970.0,-1970.0
Conf. Bonds,2026-04-08,2026-04-22,opening,4yr,CH0224397171,170.3,170.3
Conf. Bonds,2026-04-08,2026-04-22,opening,12yr,CH0440081567,319.1,319.1
GMBF,2026-01-20,2026-04-23,closing,91d,CH1307181193,987.25,-987.25
SNB Bills,2025-05-22,2026-04-27,closing,336d,CH1310846691,450.0,-450.0
GMBF,2026-01-27,2026-04-30,closing,91d,CH1307181201,1002.9,-1002.9
SNB Bills,2026-02-05,2026-05-04,closing,84d,CH1478192466,806.0,-806.0
GMBF,2025-11-04,2026-05-07,closing,182d,CH1307181086,466.75,-466.75
SNB Bills,2025-11-20,2026-05-11,closing,168d,CH1310847244,2855.0,-2855.0
GMBF,2026-02-10,2026-05-15,closing,91d,CH1307181227,848.75,-848.75
SNB Bills,2026-02-19,2026-05-18,closing,84d,CH1478192508,1663.0,-1663.0
GMBF,2026-02-17,2026-05-21,closing,91d,CH1307181235,788.85,-788.85
SNB Bills,2025-06-19,2026-05-26,closing,336d,CH1310846774,521.0,-521.0
Conf. Bonds,2014-05-14,2026-05-28,closing,12yr,-,301.3,-301.3
Conf. Bonds,2014-07-09,2026-05-28,closing,11yr,CH0224396983,213.9,-213.9
Conf. Bonds,2014-09-10,2026-05-28,closing,11yr,CH0224396983,237.25,-237.25
Conf. Bonds,2014-12-10,2026-05-28,closing,11yr,CH0224396983,121.0,-121.0
Conf. Bonds,2015-03-11,2026-05-28,closing,11yr,CH0224396983,147.5,-147.5
Conf. Bonds,2015-09-09,2026-05-28,closing,10yr,CH0224396983,66.1,-66.1
Conf. Bonds,2015-12-09,2026-05-28,closing,10yr,CH0224396983,100.1,-100.1
Conf. Bonds,2016-02-10,2026-05-28,closing,10yr,CH0224396983,64.1,-64.1
Conf. Bonds,2016-05-11,2026-05-28,closing,10yr,CH0224396983,127.32,-127.32
Conf. Bonds,2016-09-14,2026-05-28,closing,9yr,CH0224396983,198.65,-198.65
Conf. Bonds,2017-03-08,2026-05-28,closing,9yr,CH0224396983,134.11,-134.11
Conf. Bonds,2017-06-14,2026-05-28,closing,8yr,CH0224396983,188.6,-188.6
Conf. Bonds,2017-10-11,2026-05-28,closing,8yr,CH0224396983,161.9,-161.9
Conf. Bonds,2020-04-08,2026-05-28,closing,6yr,CH0224396983,475.6,-475.6
Conf. Bonds,2021-03-10,2026-05-28,closing,5yr,CH0224396983,146.4,-146.4
Conf. Bonds,2021-07-14,2026-05-28,closing,4yr,CH0224396983,519.65,-519.65
GMBF,2026-02-24,2026-05-28,closing,91d,CH1307181243,729.25,-729.25
GMBF,2026-03-03,2026-06-04,closing,91d,CH1307181250,550.0,-550.0
SNB Bills,2025-12-18,2026-06-08,closing,168d,CH1478192326,485.0,-485.0
GMBF,2026-03-10,2026-06-11,closing,91d,CH1307181268,653.05,-653.05
GMBF,2026-03-17,2026-06-18,closing,91d,CH1307181276,433.65,-433.65
SNB Bills,2025-07-17,2026-06-22,closing,336d,CH1310846857,215.0,-215.0
GMBF,2025-06-24,2026-06-25,closing,364d,CH1307180898,434.4,-434.4
GMBF,2026-03-31,2026-07-02,closing,91d,CH1307181292,563.7,-563.7
SNB Bills,2026-01-15,2026-07-06,closing,168d,CH1478192409,735.0,-735.0
GMBF,2026-04-07,2026-07-09,closing,91d,CH1307181300,526.55,-526.55
SNB Bills,2025-08-14,2026-07-20,closing,336d,CH1310846931,100.0,-100.0
SNB Bills,2026-02-12,2026-08-03,closing,168d,CH1478192482,315.0,-315.0
GMBF,2026-02-03,2026-08-06,closing,182d,CH1307181219,892.95,-892.95
SNB Bills,2025-09-11,2026-08-17,closing,336d,CH1310847012,260.0,-260.0
SNB Bills,2025-10-09,2026-09-14,closing,336d,CH1310847095,170.0,-170.0
GMBF,2026-03-24,2026-09-24,closing,182d,CH1307181284,488.85,-488.85
SNB Bills,2025-11-06,2026-10-12,closing,336d,CH1310847202,300.0,-300.0
SNB Bills,2025-12-04,2026-11-09,closing,336d,CH1310847285,80.0,-80.0
SNB Bills,2025-12-31,2026-12-07,closing,336d,CH1478192367,300.0,-300.0
GMBF,2025-12-23,2026-12-24,closing,364d,CH1307181151,704.85,-704.85
SNB Bills,2026-01-29,2027-01-04,closing,336d,CH1478192441,500.0,-500.0
SNB Bills,2026-02-26,2027-02-01,closing,336d,CH1478192524,45.0,-45.0
Conf. Bonds,2010-11-10,2027-06-27,closing,16yr,CH0031835561,625.5,-625.5
Conf. Bonds,2011-11-09,2027-06-27,closing,15yr,CH0031835561,240.45,-240.45
Conf. Bonds,2012-01-11,2027-06-27,closing,15yr,CH0031835561,150.0,-150.0
Conf. Bonds,2017-05-10,2027-06-27,closing,10yr,CH0031835561,279.42,-279.42
Conf. Bonds,2018-01-10,2027-06-27,closing,9yr,CH0031835561,200.2,-200.2
Conf. Bonds,2019-09-11,2027-06-27,closing,7yr,CH0031835561,93.69,-93.69
Conf. Bonds,2021-05-12,2027-06-27,closing,6yr,CH0031835561,132.7,-132.7
Conf. Bonds,2022-04-13,2027-06-27,closing,5yr,CH0031835561,133.0,-133.0
Conf. Bonds,2022-09-14,2027-06-27,closing,4yr,CH0031835561,111.815,-111.815
Conf. Bonds,2023-04-12,2027-06-27,closing,4yr,CH0031835561,100.75,-100.75
GMBF,2018-12-18,2029-03-21,closing,91d,CH0036183108,67.1,-67.1
Conf. Bonds,2016-06-08,2029-06-22,closing,13yr,CH0224397346,308.17,-308.17
Conf. Bonds,2016-10-12,2029-06-22,closing,12yr,CH0224397346,137.9,-137.9
Conf. Bonds,2016-12-14,2029-06-22,closing,12yr,CH0224397346,598.6,-598.6
Conf. Bonds,2017-04-12,2029-06-22,closing,12yr,CH0224397346,141.6,-141.6
Conf. Bonds,2017-07-12,2029-06-22,closing,11yr,CH0224397346,135.8,-135.8
Conf. Bonds,2017-11-08,2029-06-22,closing,11yr,CH0224397346,140.05,-140.05
Conf. Bonds,2018-02-14,2029-06-22,closing,11yr,CH0224397346,248.3,-248.3
Conf. Bonds,2018-04-11,2029-06-22,closing,11yr,CH0224397346,134.35,-134.35
Conf. Bonds,2018-12-12,2029-06-22,closing,10yr,CH0224397346,135.488,-135.488
Conf. Bonds,2019-03-13,2029-06-22,closing,10yr,CH0224397346,132.4,-132.4
Conf. Bonds,2019-05-08,2029-06-22,closing,10yr,CH0224397346,100.24,-100.24
Conf. Bonds,2020-03-11,2029-06-22,closing,9yr,CH0224397346,171.7,-171.7
Conf. Bonds,2020-05-13,2029-06-22,closing,9yr,CH0224397346,389.8,-389.8
Conf. Bonds,2020-06-10,2029-06-22,closing,9yr,CH0224397346,338.9,-338.9
Conf. Bonds,2021-04-14,2029-06-22,closing,8yr,CH0224397346,390.65,-390.65
Conf. Bonds,2023-02-08,2029-06-22,closing,6yr,CH0224397346,509.08,-509.08
Conf. Bonds,2023-07-12,2029-06-22,closing,5yr,CH0224397346,144.25,-144.25
Conf. Bonds,2024-07-10,2029-06-22,closing,4yr,CH0224397346,235.097,-235.097
Conf. Bonds,2015-05-13,2030-05-27,closing,15yr,-,317.925,-317.925
Conf. Bonds,2015-07-08,2030-05-27,closing,14yr,CH0224397171,132.42,-132.42
Conf. Bonds,2015-11-11,2030-05-27,closing,14yr,CH0224397171,112.73,-112.73
Conf. Bonds,2016-01-13,2030-05-27,closing,14yr,CH0224397171,315.377,-315.377
Conf. Bonds,2016-03-09,2030-05-27,closing,14yr,CH0224397171,103.9,-103.9
Conf. Bonds,2017-02-08,2030-05-27,closing,13yr,CH0224397171,239.57,-239.57
Conf. Bonds,2017-09-13,2030-05-27,closing,12yr,CH0224397171,150.0,-150.0
Conf. Bonds,2017-12-13,2030-05-27,closing,12yr,CH0224397171,193.8,-193.8
Conf. Bonds,2018-03-14,2030-05-27,closing,12yr,CH0224397171,91.2,-91.2
Conf. Bonds,2019-01-09,2030-05-27,closing,11yr,CH0224397171,141.575,-141.575
Conf. Bonds,2019-11-13,2030-05-27,closing,10yr,CH0224397171,235.1,-235.1
Conf. Bonds,2020-02-12,2030-05-27,closing,10yr,CH0224397171,91.4,-91.4
Conf. Bonds,2020-07-08,2030-05-27,closing,9yr,CH0224397171,188.15,-188.15
Conf. Bonds,2020-12-09,2030-05-27,closing,9yr,CH0224397171,233.55,-233.55
Conf. Bonds,2021-11-10,2030-05-27,closing,8yr,CH0224397171,140.58,-140.58
Conf. Bonds,2022-02-09,2030-05-27,closing,8yr,CH0224397171,194.51,-194.51
Conf. Bonds,2023-01-11,2030-05-27,closing,7yr,CH0224397171,318.3,-318.3
Conf. Bonds,2023-10-11,2030-05-27,closing,6yr,CH0224397171,128.5,-128.5
Conf. Bonds,2024-04-10,2030-05-27,closing,6yr,CH0224397171,104.85,-104.85
Conf. Bonds,2025-07-09,2030-05-27,closing,4yr,CH0224397171,316.55,-316.55
Conf. Bonds,2026-04-08,2030-05-27,closing,4yr,CH0224397171,170.3,-170.3
Conf. Bonds,2011-06-08,2031-06-22,closing,20yr,-,477.535,-477.535
Conf. Bonds,2011-10-12,2031-06-22,closing,19yr,CH0127181029,165.93,-165.93
Conf. Bonds,2011-12-14,2031-06-22,closing,19yr,CH0127181029,244.65,-244.65
Conf. Bonds,2012-02-08,2031-06-22,closing,19yr,CH0127181029,430.25,-430.25
Conf. Bonds,2014-03-12,2031-06-22,closing,17yr,CH0127181029,222.8,-222.8
Conf. Bonds,2015-01-14,2031-06-22,closing,16yr,CH0127181029,215.05,-215.05
Conf. Bonds,2017-03-08,2031-06-22,closing,14yr,CH0127181029,163.35,-163.35
Conf. Bonds,2021-02-10,2031-06-22,closing,10yr,CH0127181029,225.65,-225.65
Conf. Bonds,2021-07-14,2031-06-22,closing,9yr,CH0127181029,262.95,-262.95
Conf. Bonds,2022-03-09,2031-06-22,closing,9yr,CH0127181029,212.7,-212.7
Conf. Bonds,2022-12-14,2031-06-22,closing,8yr,CH0127181029,457.6,-457.6
Conf. Bonds,2026-01-14,2031-06-22,closing,5yr,CH0127181029,146.0,-146.0
Conf. Bonds,2018-06-13,2032-06-27,closing,14yr,CH0344958688,206.2,-206.2
Conf. Bonds,2018-07-11,2032-06-27,closing,13yr,CH0344958688,84.45,-84.45
Conf. Bonds,2018-11-14,2032-06-27,closing,13yr,CH0344958688,111.2,-111.2
Conf. Bonds,2019-02-13,2032-06-27,closing,13yr,CH0344958688,136.65,-136.65
Conf. Bonds,2019-04-10,2032-06-27,closing,13yr,CH0344958688,125.85,-125.85
Conf. Bonds,2020-01-08,2032-06-27,closing,12yr,CH0344958688,179.95,-179.95
Conf. Bonds,2020-04-08,2032-06-27,closing,12yr,CH0344958688,120.4,-120.4
Conf. Bonds,2021-01-13,2032-06-27,closing,11yr,CH0344958688,237.25,-237.25
Conf. Bonds,2021-03-10,2032-06-27,closing,11yr,CH0344958688,255.55,-255.55
Conf. Bonds,2021-05-12,2032-06-27,closing,11yr,CH0344958688,234.8,-234.8
Conf. Bonds,2021-09-08,2032-06-27,closing,10yr,CH0344958688,283.5,-283.5
Conf. Bonds,2022-01-12,2032-06-27,closing,10yr,CH0344958688,249.15,-249.15
Conf. Bonds,2022-05-11,2032-06-27,closing,10yr,CH0344958688,238.94,-238.94
Conf. Bonds,2022-07-13,2032-06-27,closing,9yr,CH0344958688,205.1,-205.1
Conf. Bonds,2022-11-09,2032-06-27,closing,9yr,CH0344958688,142.43,-142.43
Conf. Bonds,2024-02-14,2032-06-27,closing,8yr,CH0344958688,214.95,-214.95
Conf. Bonds,2024-09-11,2032-06-27,closing,7yr,CH0344958688,166.7,-166.7
Conf. Bonds,2025-03-12,2032-06-27,closing,7yr,CH0344958688,144.52,-144.52
Conf. Bonds,2025-09-10,2032-06-27,closing,6yr,CH0344958688,162.37,-162.37
Conf. Bonds,2026-02-11,2032-06-27,closing,6yr,CH0344958688,210.62,-210.62
Conf. Bonds,2011-02-10,2033-04-08,closing,22yr,CH0015803239,427.64,-427.64
Conf. Bonds,2023-04-12,2033-04-08,closing,9yr,CH0015803239,623.3,-623.3
Conf. Bonds,2024-03-13,2033-08-04,closing,9yr,CH0015803239,147.9,-147.9
Conf. Bonds,2019-06-12,2034-06-26,closing,15yr,-,206.75,-206.75
Conf. Bonds,2019-09-11,2034-06-26,closing,14yr,CH0440081393,111.175,-111.175
Conf. Bonds,2020-06-10,2034-06-26,closing,14yr,CH0440081393,303.7,-303.7
Conf. Bonds,2020-09-09,2034-06-26,closing,13yr,CH0440081393,195.65,-195.65
Conf. Bonds,2021-04-14,2034-06-26,closing,13yr,CH0440081393,362.8,-362.8
Conf. Bonds,2021-10-13,2034-06-26,closing,12yr,CH0440081393,233.6,-233.6
Conf. Bonds,2022-02-09,2034-06-26,closing,12yr,CH0440081393,283.699,-283.699
Conf. Bonds,2023-03-08,2034-06-26,closing,11yr,CH0440081393,274.8,-274.8
Conf. Bonds,2023-07-12,2034-06-26,closing,10yr,CH0440081393,319.51,-319.51
Conf. Bonds,2023-11-08,2034-06-26,closing,10yr,CH0440081393,354.95,-354.95
Conf. Bonds,2024-06-12,2034-06-26,closing,10yr,CH0440081393,297.999,-297.999
Conf. Bonds,2024-10-09,2034-06-26,closing,9yr,CH0440081393,223.33,-223.33
Conf. Bonds,2025-02-12,2034-06-26,closing,9yr,CH0440081393,219.2,-219.2
Conf. Bonds,2026-03-11,2034-06-26,closing,8yr,CH0440081393,220.27,-220.27
Conf. Bonds,2025-07-09,2035-05-23,closing,9yr,CH0557778310,126.66,-126.66
Conf. Bonds,2021-06-09,2035-06-23,closing,14yr,CH0557778310,675.85,-675.85
Conf. Bonds,2021-11-10,2035-06-23,closing,13yr,CH0557778310,259.73,-259.73
Conf. Bonds,2022-03-09,2035-06-23,closing,13yr,CH0557778310,174.0,-174.0
Conf. Bonds,2023-01-11,2035-06-23,closing,12yr,CH0557778310,458.55,-458.55
Conf. Bonds,2023-05-10,2035-06-23,closing,12yr,CH0557778310,297.65,-297.65
Conf. Bonds,2024-04-10,2035-06-23,closing,11yr,CH0557778310,231.37,-231.37
Conf. Bonds,2024-11-13,2035-06-23,closing,10yr,CH0557778310,178.4,-178.4
Conf. Bonds,2025-01-08,2035-06-23,closing,10yr,CH0557778310,167.005,-167.005
Conf. Bonds,2025-04-09,2035-06-23,closing,10yr,CH0557778310,140.08,-140.08
Conf. Bonds,2025-10-08,2035-06-23,closing,9yr,CH0557778310,223.88,-223.88
Conf. Bonds,2011-03-09,2036-03-08,closing,25yr,CH0024524966,465.63,-465.63
Conf. Bonds,2012-03-14,2036-03-08,closing,23yr,CH0024524966,299.485,-299.485
Conf. Bonds,2013-09-11,2036-03-08,closing,22yr,CH0024524966,502.62,-502.62
Conf. Bonds,2021-12-08,2036-03-08,closing,14yr,CH0024524966,219.1,-219.1
Conf. Bonds,2023-02-08,2036-03-08,closing,13yr,CH0024524966,283.75,-283.75
Conf. Bonds,2023-10-11,2036-03-08,closing,12yr,CH0024524966,265.85,-265.85
Conf. Bonds,2012-06-13,2037-06-27,closing,25yr,-,267.17,-267.17
Conf. Bonds,2012-07-11,2037-06-27,closing,24yr,CH0127181193,422.774,-422.774
Conf. Bonds,2012-10-10,2037-06-27,closing,24yr,CH0127181193,329.79,-329.79
Conf. Bonds,2012-12-12,2037-06-27,closing,24yr,CH0127181193,298.95,-298.95
Conf. Bonds,2013-02-13,2037-06-27,closing,24yr,CH0127181193,142.5,-142.5
Conf. Bonds,2013-04-10,2037-06-27,closing,24yr,CH0127181193,569.375,-569.375
Conf. Bonds,2013-12-11,2037-06-27,closing,23yr,CH0127181193,149.28,-149.28
Conf. Bonds,2013-12-11,2037-06-27,closing,23yr,CH0127181193,149.28,-149.28
Conf. Bonds,2014-04-09,2037-06-27,closing,23yr,CH0127181193,342.1,-342.1
Conf. Bonds,2014-09-10,2037-06-27,closing,22yr,CH0127181193,171.75,-171.75
Conf. Bonds,2014-12-10,2037-06-27,closing,22yr,CH0127181193,167.05,-167.05
Conf. Bonds,2015-02-11,2037-06-27,closing,22yr,CH0127181193,187.975,-187.975
Conf. Bonds,2022-06-08,2037-06-27,closing,15yr,CH0127181193,111.34,-111.34
Conf. Bonds,2022-11-09,2037-06-27,closing,14yr,CH0127181193,294.03,-294.03
Conf. Bonds,2025-11-12,2037-06-27,closing,11yr,CH0127181193,220.19,-220.19
Conf. Bonds,2022-10-12,2038-10-26,closing,16yr,CH0440081567,766.05,-766.05
Conf. Bonds,2023-03-08,2038-10-26,closing,15yr,CH0440081567,346.1,-346.1
Conf. Bonds,2023-09-13,2038-10-26,closing,15yr,CH0440081567,325.25,-325.25
Conf. Bonds,2024-01-10,2038-10-26,closing,14yr,CH0440081567,207.6,-207.6
Conf. Bonds,2024-09-11,2038-10-26,closing,14yr,CH0440081567,202.85,-202.85
Conf. Bonds,2024-12-11,2038-10-26,closing,13yr,CH0440081567,210.95,-210.95
Conf. Bonds,2026-04-08,2038-10-26,closing,12yr,CH0440081567,319.1,-319.1
Conf. Bonds,2019-07-10,2039-07-24,closing,20yr,-,106.05,-106.05
Conf. Bonds,2019-12-11,2039-07-24,closing,19yr,CH0440081401,196.6,-196.6
Conf. Bonds,2020-02-12,2039-07-24,closing,19yr,CH0440081401,111.95,-111.95
Conf. Bonds,2020-05-13,2039-07-24,closing,19yr,CH0440081401,209.81,-209.81
Conf. Bonds,2020-07-08,2039-07-24,closing,19yr,CH0440081401,207.15,-207.15
Conf. Bonds,2020-10-14,2039-07-24,closing,18yr,CH0440081401,163.25,-163.25
Conf. Bonds,2021-03-10,2039-07-24,closing,18yr,CH0440081401,290.05,-290.05
Conf. Bonds,2021-05-12,2039-07-24,closing,18yr,CH0440081401,285.85,-285.85
Conf. Bonds,2021-10-13,2039-07-24,closing,17yr,CH0440081401,165.0,-165.0
Conf. Bonds,2022-01-12,2039-07-24,closing,17yr,CH0440081401,236.45,-236.45
Conf. Bonds,2022-12-14,2039-07-24,closing,16yr,CH0440081401,260.09,-260.09
Conf. Bonds,2023-11-08,2039-07-24,closing,15yr,CH0440081401,621.68,-621.68
Conf. Bonds,2025-06-11,2039-07-24,closing,14yr,CH0440081401,144.745,-144.745
Conf. Bonds,2025-05-14,2040-05-28,closing,15yr,CH0557779235,302.7,-302.7
Conf. Bonds,2025-09-10,2040-05-28,closing,14yr,CH0557779235,194.435,-194.435
Conf. Bonds,2026-02-11,2040-05-28,closing,14yr,CH0557779235,161.52,-161.52
Conf. Bonds,2012-04-11,2042-04-30,closing,30yr,-,872.305,-872.305
Conf. Bonds,2012-05-09,2042-04-30,closing,29yr,CH0127181169,361.93,-361.93
Conf. Bonds,2012-11-14,2042-04-30,closing,29yr,CH0127181169,836.4,-836.4
Conf. Bonds,2013-03-13,2042-04-30,closing,29yr,CH0127181169,113.605,-113.605
Conf. Bonds,2013-06-12,2042-04-30,closing,28yr,CH0127181169,194.045,-194.045
Conf. Bonds,2013-10-09,2042-04-30,closing,28yr,CH0127181169,467.05,-467.05
Conf. Bonds,2014-01-08,2042-04-30,closing,28yr,CH0127181169,76.51,-76.51
Conf. Bonds,2016-02-10,2042-04-30,closing,26yr,CH0127181169,273.72,-273.72
Conf. Bonds,2021-02-10,2042-04-30,closing,21yr,CH0127181169,570.4,-570.4
Conf. Bonds,2026-03-11,2042-04-30,closing,16yr,CH0127181169,218.17,-218.17
Conf. Bonds,2023-06-14,2043-06-28,closing,20yr,CH0557778815,602.44,-602.44
Conf. Bonds,2023-09-13,2043-06-28,closing,19yr,CH0557778815,412.35,-412.35
Conf. Bonds,2023-12-13,2043-06-28,closing,19yr,CH0557778815,305.41,-305.41
Conf. Bonds,2024-03-13,2043-06-28,closing,19yr,CH0557778815,254.25,-254.25
Conf. Bonds,2024-06-12,2043-06-28,closing,19yr,CH0557778815,204.49,-204.49
Conf. Bonds,2024-11-13,2043-06-28,closing,18yr,CH0557778815,168.55,-168.55
Conf. Bonds,2025-02-12,2043-06-28,closing,18yr,CH0557778815,160.025,-160.025
Conf. Bonds,2025-12-10,2043-06-28,closing,17yr,CH0557778815,195.25,-195.25
Conf. Bonds,2017-06-14,2045-06-28,closing,28yr,CH0344958498,255.0,-255.0
